id,label
31963,0.924616429674549
31964,0.4129999839779198
31965,0.9964268346511863
31966,0.9705547882508995
31967,0.998185174420263
31968,0.9293694383502072
31969,0.991982805411971
31970,0.953098435471313
31971,0.9504320531806404
31972,0.9523431057403625
31973,0.9611102485822626
31974,0.9303409463215885
31975,0.9693569110404195
31976,0.9858042400476137
31977,0.9657891418973055
31978,0.9047929475304601
31979,0.98856299910132
31980,0.9305046870253789
31981,0.9714557819416998
31982,0.031000574766936517
31983,0.9899412975175732
31984,0.9953054775634498
31985,0.986414115604516
31986,0.985982063795822
31987,0.9366319386796759
31988,0.9975880936146296
31989,0.37275550312526884
31990,0.9996448364203288
31991,0.9994865894083319
31992,0.973214372923845
31993,0.8521806742766682
31994,0.9855029947936279
31995,0.9906806837212113
31996,0.2094054033687447
31997,0.824085001397982
31998,0.8622292076230287
31999,0.9963513969564041
32000,0.9320556757997763
32001,0.9970563578222318
32002,0.9405708626199553
32003,0.9996432057211563
32004,0.9991084632075664
32005,0.9148773404877273
32006,0.9999782144987338
32007,0.9961493076227086
32008,0.9990430523184662
32009,0.9256619448817399
32010,0.9973676483349048
32011,0.9954206999582744
32012,0.9932309089385724
32013,0.9988561415425974
32014,0.9770043072785797
32015,0.9154626630900702
32016,0.9981558664228758
32017,0.979784925294146
32018,0.9687089911739077
32019,0.9987786057531833
32020,0.9968329311218183
32021,0.9707571464720066
32022,0.9918063540081767
32023,0.9994298300470424
32024,0.9961541631915832
32025,0.9986138253824784
32026,0.9997227169985912
32027,0.9933992796368909
32028,0.777575486009022
32029,0.9828101560600268
32030,0.9996071748508314
32031,0.8806923878632723
32032,0.986737468878922
32033,0.9577579402711324
32034,0.9926051992647367
32035,0.9979863835310013
32036,0.9047929475304601
32037,0.9568651391678596
32038,0.9968524901577233
32039,0.9365612833124528
32040,0.9911208309854811
32041,0.9827536736102892
32042,0.8880687367604417
32043,0.9970429490660069
32044,0.9569497092688501
32045,0.9922482303264153
32046,0.9783651733102329
32047,0.9993043274946488
32048,0.999983811042861
32049,0.9605298218835783
32050,0.8802902221371617
32051,0.9837870572068543
32052,0.9065327051110366
32053,0.9973554989400507
32054,0.9976154400931103
32055,0.9692085008286849
32056,0.974024288235653
32057,0.852575515060451
32058,0.9260067313494681
32059,0.9965701887017363
32060,0.9338925040625048
32061,0.9996673955986255
32062,0.9690161889563109
32063,0.9930877422066205
32064,0.9994450880969816
32065,0.9998545661882917
32066,0.9691680109955229
32067,0.9838289354935127
32068,0.9617148348690495
32069,0.9669385325735123
32070,0.9992783623280078
32071,0.9733186333869892
32072,0.9928870872397345
32073,0.5772345377292125
32074,0.96973171878406
32075,0.9991395850661943
32076,0.9163809711278859
32077,0.9047929475304601
32078,0.8263091700102816
32079,0.9853386719840925
32080,0.9773985920065242
32081,0.9687989698073617
32082,0.8984830000310947
32083,0.9977978319971982
32084,0.9721989543963474
32085,0.9047929475304601
32086,0.6892522923073775
32087,0.9728795324636897
32088,0.99916144339007
32089,0.5859378857336965
32090,0.9841944836682504
32091,0.8818530734993104
32092,0.9201043511691536
32093,0.8780257323297194
32094,0.9990883718202486
32095,0.9962022948088527
32096,0.9748712997751814
32097,0.9233889429403647
32098,0.9169674900641016
32099,0.9421041876027079
32100,0.8238104713015793
32101,0.9911209321334419
32102,0.9967692961533712
32103,0.37910056047027896
32104,0.01466973534225613
32105,0.9732314548145633
32106,0.9676822486536929
32107,0.8754459449622207
32108,0.9227797019194716
32109,0.9346938265956475
32110,0.8823535696392774
32111,0.9949353853872156
32112,0.9912036974992153
32113,0.9347475023749805
32114,0.9047929475304601
32115,0.9843547518171276
32116,0.9304294128578099
32117,0.9358651208745558
32118,0.9914338426385032
32119,0.9376452780814757
32120,0.9965210492971915
32121,0.9560460958025893
32122,0.12245243174855414
32123,0.15093155450081264
32124,0.9428535698536727
32125,0.9323001078675808
32126,0.9047929475304601
32127,0.3277366594619814
32128,0.9872371126433717
32129,0.7521820428135678
32130,0.9680726616479827
32131,0.9047929475304601
32132,0.9718149708447453
32133,0.9047929475304601
32134,0.9047929475304601
32135,0.9989261735893713
32136,0.9749505572317005
32137,0.9946752044543843
32138,0.9863694583243636
32139,0.8173503285206205
32140,0.9681831115404397
32141,0.9047929475304601
32142,0.940180345730737
32143,0.9961541631915832
32144,0.9047929475304601
32145,0.9961541631915832
32146,0.7894859945208994
32147,0.8789748245260194
32148,0.24813142797988996
32149,0.9047929475304601
32150,0.9972325848767482
32151,0.9309386472387579
32152,0.9991057463489657
32153,0.998282483125742
32154,0.9432555895495207
32155,0.8183392966657246
32156,0.9957816751042644
32157,0.9304469771112428
32158,0.9994968261649066
32159,0.9931531016700209
32160,0.9973980963591109
32161,0.9047929475304601
32162,0.9423355236672964
32163,0.9047929475304601
32164,0.9978374462810288
32165,0.9976872870737625
32166,0.8003218083914554
32167,0.9961541631915832
32168,0.9961541631915832
32169,0.9998676348764133
32170,0.9723152618432469
32171,0.9450380404750285
32172,0.9856656884150802
32173,0.9389146001985348
32174,0.9866925278079595
32175,0.9916228190900217
